Subject,Run Name,Green To Yellow,Yellow To Red,Red To Green,Accel Pedal Changed 10%,Accel Pedal Change Direction,First Stop Frame,Dist From Stop Line,Min Accel After Accel Pedal Change,Max Accel After Accel Pedal Change,Ov Vel at Green To Yellow,Ov Dist at Green to Yellow,Ov Vel at Stop Line,Frame at Stop Line,Vel at Yellow to Red,Event Id
Subj_013YF_,Run_013YF_D1HF_T1BOI,3004523,3005499,3006699,N,1,3006911,5.09921875,-17.90255165,9.987952232,38.58230591,210.1363281,2.349474669,3006483,10.87438107,314
Subj_013YF_,Run_013YF_D1HF_T1BOI,3030875,3031851,3033051,N,1,3031991,-3.396875,-20.12162781,10.04341793,39.47154617,171.9292969,14.36366081,3031719,6.933051586,317
Subj_013YF_,Run_013YF_D2HH_T2OBI,3509097,3510073,3511273,N,-1,3511541,9.822265625,-17.94536209,9.589335442,42.02890778,227.8398438,3.115713596,3511785,11.99470043,301
Subj_013YF_,Run_013YF_D2HH_T2OBI,3541217,3542193,3543393,N,-1,3542345,10.15,-18.23057747,10.21861172,38.95731354,168.821875,2.412198544,3542829,4.786687374,305
Subj_013YF_,Run_013YF_D2HH_T2OBI,3598473,3599449,3600649,N,-1,3599597,11.10351563,-20.8609314,10.0625248,44.6002655,191.9753418,2.60572052,3600173,5.241931438,307
Subj_013YF_,Run_013YF_D2HH_T2OBI,3606849,3607825,3609025,N,1,3609821,1.311499023,-12.68815994,10.24065018,39.65356445,216.4097656,4.12981987,3609101,12.357934,308
Subj_013YF_,Run_013YF_D2HH_T2OBI,3685257,3686233,3686301,3685277,-1,3686385,-4.208984375,-20.82657814,10.25321865,43.12056732,187.3398438,15.03969288,3686109,7.84528017,313
Subj_013YF_,Run_013YF_D2HH_T2OBI,3714489,3715465,3716665,N,-1,-1,9999,-13.07904339,8.852278709,38.44024658,209.0953125,5.290212154,3716717,11.8539753,317
Subj_013YF_,Run_013YF_D3HS_T3IOB,3981486,3982462,3982578,N,-1,3982642,-3.189453125,-20.43078613,10.11392498,46.05552292,200.5214844,14.24264622,3982382,9.631116867,301
Subj_013YF_,Run_013YF_D3HS_T3IOB,4011982,4012958,4014158,N,1,-1,9999,-12.96924877,8.758256912,38.84484482,210.8628906,2.986994267,4014094,12.261199,305
Subj_013YF_,Run_013YF_D3HS_T3IOB,4089742,4090502,4091702,N,-1,-1,9999,-13.74144173,9.408615112,40.63393784,175.8391113,3.699200869,4092178,13.08194828,310
Subj_013YF_,Run_013YF_D3HS_T3IOB,4098558,4099534,4100734,N,-1,4099638,2.528417969,-18.53510475,9.454380989,33.07349014,144.2991699,8.832793236,4099418,3.404865026,311
Subj_013YF_,Run_013YF_D3HS_T3IOB,4153054,4154030,4155230,N,1,4154222,5.6171875,-22.08657265,9.522626877,48.18577194,208.1308594,5.670470715,4154066,7.513691425,313
Subj_013YF_,Run_013YF_D3HS_T3IOB,4160934,4161910,4163110,N,1,4162370,-1.75625,-18.19394875,9.27137661,40.94874954,222.9742188,10.75813198,4162062,16.86010933,314
Subj_013YF_,Run_013YF_FAMILIAR,2307699,2308675,2309875,N,1,2309007,11.22421875,-19.01846504,10.14174175,43.23097229,233.4078125,5.173882961,2310335,17.16307068,300
Subj_013YF_,Run_013YF_FAMILIAR,2340883,2341859,-1,N,-1,-1,9999,-0.978554726,1.947109818,36.64533615,159.1523438,39.13590622,2341543,39.61475754,304
Subj_013YF_,Run_013YF_FAMILIAR,2390611,2391587,2392787,N,1,2392987,5.978125,-18.84218597,9.620846748,45.75808716,248.606543,2.707376003,2392735,12.2917223,306
Subj_013YF_,Run_013YF_FAMILIAR,2423739,2424715,-1,N,1,-1,9999,-1.230978847,0.458226085,48.65270233,210.2937012,48.16903687,2424427,47.30132294,310
Subj_013YF_,Run_013YF_FAMILIAR,2472351,2473327,2474527,N,-1,-1,9999,-14.34736538,8.843571663,45.67232895,247.9898438,4.460577011,2474611,15.85134029,312
Subj_013YF_,Run_013YF_FAMILIAR,2502783,2503759,-1,N,-1,-1,9999,-8.12334156,1.432746768,41.89404297,181.9179688,39.30546188,2503491,40.32515717,316
Subj_015YF_,Run_015YF_D1HS_T3IOB,3958332,3959044,-1,N,1,-1,9999,0.021985,0.747609913,50.21008682,216.6445313,51.37322617,3959008,51.4495163,301
Subj_015YF_,Run_015YF_D1HS_T3IOB,3982428,3983404,3984604,N,-1,3984052,4.206640625,-13.72060394,10.59450817,45.4149971,247.4136719,5.834053516,3983792,19.09192467,305
Subj_015YF_,Run_015YF_D1HS_T3IOB,4056412,4057132,-1,N,-1,-1,9999,0.098357357,2.514248371,45.15484619,173.9052734,48.56046295,4056996,49.26377869,310
Subj_015YF_,Run_015YF_D1HS_T3IOB,4060892,4061868,4063068,N,-1,4062156,-4.457910156,-18.30919456,13.16374397,45.89290619,198.8816895,13.85853386,4061824,11.61306095,311
Subj_015YF_,Run_015YF_D1HS_T3IOB,4116484,4117200,4117460,N,1,-1,9999,0.367029905,0.793953836,44.7912674,193.7285156,46.05282211,4117156,46.14051056,313
Subj_015YF_,Run_015YF_D1HS_T3IOB,4120844,4121820,4123020,N,-1,4122436,3.18125,-13.2190485,10.17984676,44.56130981,244.0289063,7.013466358,4122168,18.94574547,314
Subj_015YF_,Run_015YF_D2HH_T1BOI,4377890,4378614,4378866,4378058,1,-1,9999,0.550614476,0.839836597,45.7907753,199.6347656,47.18983841,4378570,47.28722382,301
Subj_015YF_,Run_015YF_D2HH_T1BOI,4397146,4398026,4399226,N,-1,4398606,-5.36328125,-13.91641903,13.44168091,44.6540947,218.0039063,12.54039478,4398234,20.54248619,304
Subj_015YF_,Run_015YF_D2HH_T1BOI,4451682,4452658,4453858,N,-1,-1,9999,-14.1239357,9.490824699,44.6487999,241.7178711,1.557973981,4453634,16.35421753,306
Subj_015YF_,Run_015YF_D2HH_T1BOI,4479266,4480242,4481442,N,-1,4480470,-5.954589844,-18.04388809,13.05323696,41.16876602,178.1083984,14.66184044,4480134,9.283545494,310
Subj_015YF_,Run_015YF_D2HH_T1BOI,4541386,4542362,4543562,N,1,4543014,0.304296875,-13.96620178,11.08825684,48.37937546,261.3941406,9.015310287,4542666,20.66332054,314
Subj_015YF_,Run_015YF_D2HH_T1BOI,4564818,4565794,4566994,N,-1,4566174,-8.45546875,-18.76037025,10.28221798,44.39212418,191.634375,14.63219357,4565690,9.852343559,317
Subj_015YF_,Run_015YF_D3HF_T2OBI,5098147,5099123,5099403,5098355,-1,5099671,-10.71679688,-17.85052109,12.17854977,51.01761246,276.3984375,17.07605743,5099275,23.87431145,301
Subj_015YF_,Run_015YF_D3HF_T2OBI,5125811,5126787,5127987,N,-1,5127159,-14.6859375,-17.83678627,11.54134178,45.5753746,196.9859375,17.68126678,5126699,13.40101242,305
Subj_015YF_,Run_015YF_D3HF_T2OBI,5180347,5181323,5181391,5180435,-1,5181555,-6.583251953,-20.64193726,13.06873798,47.40732956,204.4135742,15.79870033,5181231,10.52035236,307
Subj_015YF_,Run_015YF_D3HF_T2OBI,5188011,5188987,5190187,5188171,-1,5189551,1.503515625,-13.59097004,11.39381886,42.31086731,230.3512939,8.107029915,5189247,17.57409477,308
Subj_015YF_,Run_015YF_D3HF_T2OBI,5263063,5264039,5265239,N,-1,5264219,6.408203125,-22.89153862,13.07138538,45.35919189,195.6171875,4.103988647,5264091,6.653054237,313
Subj_015YF_,Run_015YF_D3HF_T2OBI,5290879,5291855,5293055,N,-1,5293255,1.665625,-13.29055119,10.24285221,43.20285034,234.24375,3.161407709,5292619,16.51442528,317
Subj_015YF_,Run_015YF_FAMILIAR,3489984,3490960,3492160,3490064,-1,3491196,12.10117188,-24.98742104,10.03590298,41.41976166,223.3140625,5.66934824,3492680,14.16154766,300
Subj_015YF_,Run_015YF_FAMILIAR,3516984,3517960,-1,N,1,-1,9999,0.088214926,1.386012077,46.11971283,199.4394531,47.64715576,3517656,48.1848793,304
Subj_015YF_,Run_015YF_FAMILIAR,3568200,3569176,3570376,N,1,3570188,4.131445312,-18.84232712,11.97138691,44.68922806,240.3755859,4.318104267,3569860,13.49123955,306
Subj_015YF_,Run_015YF_FAMILIAR,3598912,3599888,-1,3599068,1,-1,9999,0.299821228,1.153983116,46.59603119,201.0290527,48.32739258,3599580,48.69554901,310
Subj_015YF_,Run_015YF_FAMILIAR,3648688,3649664,3650868,N,-1,-1,9999,-18.4582653,11.12110901,47.0406456,255.8462891,3.116681099,3650436,16.73461533,312
Subj_015YF_,Run_015YF_FAMILIAR,3677044,3678020,-1,N,1,-1,9999,0.381409049,2.07016468,44.82764816,193.4082031,47.55807495,3677708,48.75180817,316
Subj_016YF_,Run_016YF_D1HS_T1BIO,8845092,8846068,8847268,N,-1,8846148,29.66796875,-29.95614815,9.467001915,45.97577286,200.7128906,2.129463196,8847604,1.110310316,301
Subj_016YF_,Run_016YF_D1HS_T1BIO,8869140,8869980,8871180,8869156,-1,-1,9999,-20.12956238,9.818782806,47.40301895,217.7421875,9.672532082,8871760,13.9073267,304
Subj_016YF_,Run_016YF_D1HS_T1BIO,8921636,8922612,8923812,N,1,8923868,13.27304687,-19.93542099,10.54494762,47.42648315,258.2085938,6.829699993,8924332,14.21405602,306
Subj_016YF_,Run_016YF_D1HS_T1BIO,8948644,8949580,-1,N,-1,-1,9999,-1.274958253,1.658239365,48.22150803,197.673584,48.04447937,8949300,49.34041214,310
Subj_016YF_,Run_016YF_D1HS_T1BIO,9003940,9004916,9006116,9004068,-1,9006172,18.103125,-19.73470116,9.974719048,46.95753098,254.9996094,8.778170586,9006752,14.73130989,314
Subj_016YF_,Run_016YF_D1HS_T1BIO,9028220,9029196,9030396,9028376,-1,9029272,14.04257813,-26.26051712,10.5698967,45.92919159,198.8179688,7.25346899,9030912,3.341900587,317
Subj_016YF_,Run_016YF_D2HF_T3OIB,9277607,9278315,9278583,9277835,-1,-1,9999,-0.962637842,1.060986519,48.06082535,207.65625,49.02276611,9278283,49.11855316,301
Subj_016YF_,Run_016YF_D2HF_T3OIB,9300103,9301079,9302279,N,-1,9301627,25.32382813,-18.72470284,10.64054966,52.20755386,282.8023438,11.57657051,9302899,17.63510132,305
Subj_016YF_,Run_016YF_D2HF_T3OIB,9370667,9371359,9372559,N,1,-1,9999,-20.19715881,12.37932301,45.27368164,173.5996094,14.86163044,9372271,12.92931461,310
Subj_016YF_,Run_016YF_D2HF_T3OIB,9377071,9377863,9378103,N,-1,-1,9999,-1.209606647,1.694948435,45.54367447,196.8274902,47.05307388,9377747,47.451931,311
Subj_016YF_,Run_016YF_D2HF_T3OIB,9426287,9427003,9427263,N,-1,-1,9999,-1.216162086,0.887630045,46.82959747,203.2910156,47.83189392,9426967,47.90763855,313
Subj_016YF_,Run_016YF_D2HF_T3OIB,9430471,9431447,9432647,9430567,-1,9431995,13.78867188,-18.39138603,12.89123821,48.11016464,261.9351563,7.885959625,9433307,17.92251396,314
Subj_016YF_,Run_016YF_D3HH_T2IBO,9683204,9684180,9685380,9683324,-1,9684632,17.13085938,-17.68673706,10.21971798,47.34117126,256.0292969,8.484285355,9686000,16.64969254,301
Subj_016YF_,Run_016YF_D3HH_T2IBO,9711996,9712972,9714172,N,1,9713072,1.827734375,-27.76419258,11.28662586,47.25843048,203.36875,11.82194901,9712880,5.123918533,305
Subj_016YF_,Run_016YF_D3HH_T2IBO,9764916,9765632,9765892,N,-1,-1,9999,-1.332002401,0.904364228,50.45357895,217.2958984,51.21487045,9765596,51.30558395,307
Subj_016YF_,Run_016YF_D3HH_T2IBO,9769300,9770276,9771476,N,-1,9770808,4.673803711,-14.52984619,11.7725029,45.15317154,246.613501,6.039484978,9770604,18.79752159,308
Subj_016YF_,Run_016YF_D3HH_T2IBO,9839532,9840248,9840508,9839580,1,-1,9999,-0.67651999,1.137491107,48.34375763,209.0585938,49.27427673,9840212,49.39044952,313
Subj_016YF_,Run_016YF_D3HH_T2IBO,9862780,9863756,9864956,N,1,9864172,6.917578125,-19.40084648,11.97568798,47.90169525,259.1636719,3.453327179,9864060,19.14634705,317
Subj_016YF_,Run_016YF_FAMILIAR,8388025,8389001,8390201,N,-1,-1,9999,-19.94267082,11.36839294,44.98828506,244.4917969,4.916060448,8390605,9.472389221,300
Subj_016YF_,Run_016YF_FAMILIAR,8417297,8418273,-1,N,1,-1,9999,-0.552419364,0.716001153,46.2102356,199.7109375,46.99477386,8417977,47.24084473,304
Subj_016YF_,Run_016YF_FAMILIAR,8467721,8468693,8468697,8468277,1,-1,9999,-3.462994576,0.235756665,46.35350037,251.4878906,46.7669487,8468581,46.84024429,306
Subj_016YF_,Run_016YF_FAMILIAR,8494081,8495057,-1,8494265,1,-1,9999,-1.220966458,0.588650942,47.28675461,203.2314453,47.69480896,8494757,46.69020081,310
Subj_016YF_,Run_016YF_FAMILIAR,8543289,8544265,8545465,8543409,-1,8545509,6.725195312,-19.28753281,12.40485764,46.18559647,250.2330078,2.252358675,8545285,12.9134798,312
Subj_016YF_,Run_016YF_FAMILIAR,8571581,8572557,-1,N,1,-1,9999,-1.108909011,0.581663013,48.86957169,210.640625,48.95827103,8572265,49.30513,316
Subj_017YF_,Run_017YF_D1HH_T2IBO,721470,722446,723646,721542,-1,723782,12.828125,-18.67377472,9.794783592,44.30870056,240.4824219,5.885745525,724158,11.0289011,301
Subj_017YF_,Run_017YF_D1HH_T2IBO,755270,756246,757446,755302,-1,756326,20.2828125,-24.50585175,9.849283218,39.75151825,170.5835938,9.792689323,758186,2.181308746,305
Subj_017YF_,Run_017YF_D1HH_T2IBO,811223,812199,813399,N,-1,812771,17.21142578,-20.48041916,9.867829323,43.06336212,186.0273438,7.536915779,814039,5.198949814,307
Subj_017YF_,Run_017YF_D1HH_T2IBO,819919,820895,822095,N,1,821371,22.11240234,-18.69724846,9.136650085,40.00005341,215.7676758,9.553947449,822843,11.71724319,308
Subj_017YF_,Run_017YF_D1HH_T2IBO,899939,900915,902115,N,-1,900923,7.927734375,-20.17435074,9.298874855,31.29970741,136.1972656,0.213455603,900915,0.213455603,313
Subj_017YF_,Run_017YF_D1HH_T2IBO,931339,932315,933515,N,1,933367,15.33164063,-13.85417938,9.29071331,40.63410568,219.8785156,6.582763195,934155,13.54387379,317
Subj_017YF_,Run_017YF_D2HS_T1BIO,1299892,1300868,1302068,N,-1,1301076,8.138671875,-20.09034348,9.904492378,46.2074852,201.90625,0.853474379,1302464,8.422618866,301
Subj_017YF_,Run_017YF_D2HS_T1BIO,1325820,1326796,1327996,N,-1,1327164,14.42773438,-11.63411713,9.898554802,27.78970909,150.6835938,7.046084404,1328608,8.655296326,304
Subj_017YF_,Run_017YF_D2HS_T1BIO,1380580,1381556,1382756,N,-1,1382452,14.09335937,-12.5733757,9.869452477,41.73064041,226.5333008,6.777199268,1383344,15.18160248,306
Subj_017YF_,Run_017YF_D2HS_T1BIO,1413060,1414036,1415236,N,-1,1414088,14.4230957,-17.01244736,10.11560822,28.75626373,125.1555176,7.134354115,1415876,1.465899467,310
Subj_017YF_,Run_017YF_D2HS_T1BIO,1477924,1478900,1480100,N,1,1479388,1.780859375,-13.73590183,10.46774673,42.42861557,228.5855469,8.499038696,1479136,17.33117104,314
Subj_017YF_,Run_017YF_D2HS_T1BIO,1503036,1504012,1505212,N,1,1504156,-1.316796875,-22.3182106,10.08534145,43.25421906,186.8023438,12.87783527,1503916,7.416074753,317
Subj_017YF_,Run_017YF_D3HF_T3OIB,1743135,1744111,1745311,N,1,1744255,4.212890625,-21.12552834,10.52518177,45.34134293,194.9628906,7.921821594,1744091,6.804251194,301
Subj_017YF_,Run_017YF_D3HF_T3OIB,1775263,1776239,1777439,N,-1,1776775,13.66757813,-13.52434158,10.07200623,41.76639175,226.9292969,6.845887184,1778287,15.34310055,305
Subj_017YF_,Run_017YF_D3HF_T3OIB,1850560,1851296,1852496,N,-1,1852204,18.90136719,-14.40368843,10.08073139,42.16567993,173.609375,9.376465797,1853216,14.03378105,310
Subj_017YF_,Run_017YF_D3HF_T3OIB,1859224,1860200,1861400,N,1,1860372,12.12998047,-19.561409,9.996902466,38.55018616,166.1390137,5.659926414,1861968,5.274742126,311
Subj_017YF_,Run_017YF_D3HF_T3OIB,1915192,1916168,1917368,N,-1,1916356,9.740234375,-20.48742485,10.25665665,43.39198685,188.2226563,3.534421444,1917800,6.371942997,313
Subj_017YF_,Run_017YF_D3HF_T3OIB,1923600,1924576,1925776,1923712,-1,1925236,9.93125,-13.43847561,9.775758743,38.81069946,209.7457031,3.392416477,1926216,14.09861279,314
Subj_017YF_,Run_017YF_FAMILIAR,264508,265484,265680,N,-1,-1,9999,-9.865586281,1.358871698,44.65353394,241.6519531,30.31778526,265504,30.43183327,300
Subj_017YF_,Run_017YF_FAMILIAR,291068,292044,-1,N,1,-1,9999,-7.694491386,-0.10169448,39.80078888,172.0429688,34.08078766,291792,33.51094437,304
Subj_017YF_,Run_017YF_FAMILIAR,343825,344801,344869,N,-1,-1,9999,-4.065979958,0.751977682,45.10306168,245.5801758,38.87420654,344733,38.1809082,306
Subj_017YF_,Run_017YF_FAMILIAR,370761,371737,-1,N,1,-1,9999,-1.101283431,0.436810464,43.64044571,187.7763672,41.95224762,371449,41.07600784,310
Subj_017YF_,Run_017YF_FAMILIAR,420665,421641,422841,N,-1,-1,9999,-21.07272339,9.371417046,45.47303391,248.0933594,3.888611078,423297,11.29841423,312
Subj_017YF_,Run_017YF_FAMILIAR,453005,453981,455181,N,1,454197,22.69140625,-22.10727692,9.662864685,39.054142,169.9550781,4.257290363,455753,2.958810568,316
Subj_018YF_,Run_018YF_D1HH_T3OIB,823874,824642,824946,824054,-1,-1,9999,-10.57794285,0.386817366,45.79413986,197.9667969,34.97655487,824602,34.13272858,301
Subj_018YF_,Run_018YF_D1HH_T3OIB,851235,852191,852427,851843,-1,-1,9999,-1.224296808,0.559925854,48.38954926,260.5679688,48.87227249,852083,48.67654037,305
Subj_018YF_,Run_018YF_D1HH_T3OIB,924355,925075,-1,N,1,-1,9999,-10.50554657,1.15745616,44.37049866,171.4345703,28.88093185,925123,28.98656082,310
Subj_018YF_,Run_018YF_D1HH_T3OIB,930531,931543,932015,930631,-1,-1,9999,-10.62970352,3.181412935,40.77167511,175.3172363,26.26785088,931299,22.95758057,311
Subj_018YF_,Run_018YF_D1HH_T3OIB,987711,988427,988687,N,-1,-1,9999,-0.304357827,0.706088483,43.31225586,186.8652344,43.14887238,988391,43.19659042,313
Subj_018YF_,Run_018YF_R13HH_T3OIB,1095989,1096709,1096965,1096225,-1,-1,9999,-3.595438004,0.224552795,44.16828156,191.8417969,42.22981644,1096677,41.96004868,313
Subj_018YF_,Run_018YF_R13HH_T3OIB,1100997,1101973,1102061,1101089,-1,-1,9999,-5.206570148,1.663209081,42.66810608,231.134375,35.3599472,1101909,34.57032776,314
Subj_018YF_,Run_018YF_D2HF_T2IBO,1388162,1389138,1389190,1388334,-1,-1,9999,-11.0701313,2.800326109,45.72061157,248.1796875,28.70001602,1389138,28.70001602,301
Subj_018YF_,Run_018YF_D2HF_T2IBO,1415770,1416674,1417062,N,1,-1,9999,-9.176157951,3.344856739,46.79279327,201.3648438,34.81343842,1416514,31.43012619,305
Subj_018YF_,Run_018YF_D2HF_T2IBO,1467882,1468594,1468858,N,-1,-1,9999,-1.208020687,0.091442801,47.67271805,204.4118652,46.8872757,1468562,46.77890015,307
Subj_018YF_,Run_018YF_D2HF_T2IBO,1472858,1473814,1473834,1472902,-1,-1,9999,-0.928053916,2.626054525,42.84244537,231.0677246,45.34454346,1473698,46.17049408,308
Subj_018YF_,Run_018YF_D2HF_T2IBO,1545050,1545878,1547226,N,1,1546522,-40.765625,-13.40897083,9.729580879,39.14308167,167.3496094,24.20509338,1545790,20.86687088,313
Subj_018YF_,Run_018YF_D2HF_T2IBO,1572402,1573410,1573634,N,1,-1,9999,-1.163541317,0.718553007,45.82424164,247.9429688,45.87914658,1573270,46.16006851,317
Subj_018YF_,Run_018YF_D3HS_T1BIO,1986651,1987455,1987867,1986747,-1,-1,9999,-14.18081284,2.358293056,51.51726532,222.8066406,33.92471313,1987415,32.32261658,301
Subj_018YF_,Run_018YF_D3HS_T1BIO,2007443,2008419,-1,N,1,-1,9999,2.29374814,3.517569304,32.70270538,175.2695313,39.4512825,2008211,41.50971603,304
Subj_018YF_,Run_018YF_D3HS_T1BIO,2055282,2056258,2057458,N,-1,2056906,11.46103516,-13.53000546,11.73556614,47.04602432,255.8248047,5.530193329,2057954,18.55907822,306
Subj_018YF_,Run_018YF_D3HS_T1BIO,2082842,2083818,-1,N,1,-1,9999,-13.90063953,8.59256649,35.54270172,151.1872559,22.02022171,2083558,12.99350834,310
Subj_018YF_,Run_018YF_D3HS_T1BIO,2140801,2141777,2142977,N,1,2142357,14.68515625,-14.21909809,10.14193916,43.87331772,238.5132813,7.376945496,2143629,16.00197411,314
Subj_018YF_,Run_018YF_D3HS_T1BIO,2163689,2164493,2164733,N,1,-1,9999,-1.128726006,2.930832148,44.86027145,194.775,45.88233185,2164377,46.8232193,317
Subj_018YF_,Run_018YF_FAMILIAR,344777,345753,345769,N,-1,-1,9999,-0.941178977,-0.049204249,39.67805862,214.0386719,39.11135101,345633,39.04244232,300
Subj_018YF_,Run_018YF_FAMILIAR,370401,371377,-1,N,1,-1,9999,-1.009568572,0.721974492,40.74123764,176.7695313,40.69679642,371081,41.25841522,304
Subj_018YF_,Run_018YF_FAMILIAR,423482,424458,424474,N,1,-1,9999,-4.498203278,0.510075867,44.19561005,238.4131836,42.89538193,424350,43.03527451,306
Subj_018YF_,Run_018YF_FAMILIAR,452314,453290,-1,452434,-1,-1,9999,-5.388670444,0.732247889,38.48854446,165.2727051,35.80627823,453006,35.37319183,310
Subj_018YF_,Run_018YF_FAMILIAR,508742,509710,-1,N,-1,-1,9999,-1.046722293,1.637619495,37.42328262,203.7320313,39.75457001,509578,40.16949463,312
Subj_018YF_,Run_018YF_FAMILIAR,535974,536950,-1,N,-1,-1,9999,-8.16853714,0.883691072,41.49328232,178.5527344,35.34012604,536690,35.27985001,316
Subj_019MM_,Run_019MM_D1HH_T1BOI,1695923,1696899,1698099,N,1,1697931,10.35742188,-20.07273483,9.810760498,39.67673111,173.0429688,3.948780537,1698555,2.863560915,301
Subj_019MM_,Run_019MM_D1HH_T1BOI,1724747,1725723,1726923,1725027,1,1725823,11.56054688,-26.51653862,10.46431446,31.41347504,168.5566406,5.576370716,1727403,4.732856274,304
Subj_019MM_,Run_019MM_D1HH_T1BOI,1781451,1782427,1783627,N,-1,1783751,5.909277344,-18.97327232,10.58172321,45.68608856,248.1978516,3.092087984,1783511,12.61565018,306
Subj_019MM_,Run_019MM_D1HH_T1BOI,1817248,1818224,1819424,N,-1,1819368,-2.962402344,-13.53911114,10.19219589,28.63218117,126.3105469,4.301599503,1818860,2.702686071,310
Subj_019MM_,Run_019MM_D1HH_T1BOI,1886538,1887514,1888714,N,-1,1888174,21.39023438,-18.60920715,8.468948364,41.2056427,224.5582031,8.09719944,1889206,12.10421467,314
Subj_019MM_,Run_019MM_D1HH_T1BOI,1915802,1916778,1917978,1915914,-1,1916842,14.8609375,-19.30553436,10.84098434,33.08167267,143.5972656,7.778904438,1918534,1.776774406,317
Subj_019MM_,Run_019MM_D2HS_T2OBI,2464222,2465198,2466398,2464318,-1,2465606,22.33203125,-17.87015533,10.03988457,46.5614357,252.6367188,10.64104843,2467150,15.98671913,301
Subj_019MM_,Run_019MM_D2HS_T2OBI,2499750,2500726,2501926,N,1,2500782,8.54453125,-20.82583618,10.12905693,38.22128296,164.8316406,1.546418309,2502314,2.409214735,305
Subj_019MM_,Run_019MM_D2HS_T2OBI,2559206,2560182,2561382,2559294,-1,2560306,13.57568359,-23.41545105,10.51150417,42.79351044,183.4716797,6.819517612,2561918,3.896579027,307
Subj_019MM_,Run_019MM_D2HS_T2OBI,2568198,2569174,2570374,N,1,2569674,20.5751709,-12.73464394,11.56408978,37.20544052,201.7704834,11.09016037,2571138,12.04312134,308
Subj_019MM_,Run_019MM_D2HS_T2OBI,2652038,2653014,2654214,N,-1,2653066,7.55859375,-17.49511147,11.20615387,29.68178749,127.71875,1.909073114,2653006,1.638221025,313
Subj_019MM_,Run_019MM_D2HS_T2OBI,2685334,2686310,2687510,N,-1,2686890,7.257421875,-11.16844559,10.5707674,35.83777237,194.5699219,2.130700588,2686782,14.32997704,317
Subj_019MM_,Run_019MM_D3HF_T3IOB,3089547,3090523,3091723,N,1,3090651,9.01171875,-21.16889381,11.64317799,44.62698746,192.6464844,1.998774529,3091819,5.724893093,301
Subj_019MM_,Run_019MM_D3HF_T3IOB,3122931,3123907,3125107,3123075,-1,3124371,6.886328125,-13.73892784,12.47682381,41.73815918,225.9,3.233948231,3124263,16.44153595,305
Subj_019MM_,Run_019MM_D3HF_T3IOB,3200447,3201299,3202499,N,1,3201667,16.85546875,-14.51423645,10.45383835,38.09900284,176.0703125,8.993789673,3203215,12.51548004,310
Subj_019MM_,Run_019MM_D3HF_T3IOB,3209387,3210363,3211563,3209491,-1,3210419,9.125830078,-22.70179749,10.7133522,37.37137604,160.7078613,2.603487253,3212055,2.095956087,311
Subj_019MM_,Run_019MM_D3HF_T3IOB,3264761,3265737,3265801,3264841,-1,3265833,1.625,-27.31399155,12.71244812,44.81917191,194.2246094,12.04666519,3265641,4.913264751,313
Subj_019MM_,Run_019MM_D3HF_T3IOB,3273409,3274385,3275585,3273465,-1,3274929,11.45664063,-13.90847969,10.34848595,38.78132248,211.6675781,5.379080772,3276125,14.16540337,314
Subj_019MM_,Run_019MM_FAMILIAR,1241203,1242179,1243379,N,-1,1243547,1.5328125,-20.76066399,10.75595474,41.41922379,224.5054688,7.441059113,1243243,7.959559441,300
Subj_019MM_,Run_019MM_FAMILIAR,1270331,1271307,-1,1270451,1,-1,9999,-0.808833539,3.466852903,37.33154678,162.203125,41.30540848,1270987,42.1188736,304
Subj_019MM_,Run_019MM_FAMILIAR,1322450,1323426,1324626,N,-1,1324654,12.93857422,-19.38708496,10.14857769,44.50217819,241.2168945,6.389764786,1325134,11.7314539,306
Subj_019MM_,Run_019MM_FAMILIAR,1354474,1355450,-1,N,-1,-1,9999,-1.00216949,3.474847555,37.22419739,160.4020996,41.84170914,1355114,42.57243729,310
Subj_019MM_,Run_019MM_FAMILIAR,1404498,1405474,1406678,N,-1,1406674,7.365820312,-20.28151512,9.937062263,46.37808609,252.4800781,1.411316752,1406534,12.26545811,312
Subj_019MM_,Run_019MM_FAMILIAR,1438046,1439022,-1,1438186,1,-1,9999,-1.054212689,3.57899642,38.84858704,169.1992188,43.27009964,1438698,43.82598495,316
Subj_020MM_,Run_020MM_D1HH_T2OBI,4544448,4545424,4546624,N,-1,4545684,12.078125,-24.59309578,9.814455986,43.53730392,237.8964844,5.760240078,4546996,15.10332298,301
Subj_020MM_,Run_020MM_D1HH_T2OBI,4575416,4576392,4577592,N,-1,4576496,14.71054688,-19.04120064,10.01054382,40.6141243,176.2828125,7.341549397,4578408,3.800969124,305
Subj_020MM_,Run_020MM_D1HH_T2OBI,4631584,4632560,4633760,N,-1,4632712,12.41552734,-22.33272552,12.12893105,47.80711746,207.6652832,6.694446564,4634292,7.647253513,307
Subj_020MM_,Run_020MM_D1HH_T2OBI,4640128,4641104,4642304,4640284,-1,4641532,7.775732422,-14.45026493,10.26293373,40.43902206,218.9280762,1.328456879,4641484,15.47340202,308
Subj_020MM_,Run_020MM_D1HH_T2OBI,4715568,4716544,4717744,N,-1,4716620,0.66796875,-27.38302612,10.25471592,43.61679459,188.3046875,13.38236332,4716420,4.104277611,313
Subj_020MM_,Run_020MM_D1HH_T2OBI,4744888,4745865,4747065,4744940,-1,4746337,12.94296875,-15.49333954,10.28269291,45.36338425,245.6421875,6.491595745,4747629,17.71504974,317
